,Actb,Ahcy,Aqp3,Atp12a,Bmp4,Cdx2,Creb312,Cebpa,Dab2,DppaI,Eomes,Esrrb,Fgf4,Fgfr2,Fn1,Gapdh,Gata3,Gata4,Gata6,Grhl1,Grhl2,Hand1,Hnf4a,Id2,Klf2,Klf4,Klf5,Krt8,Lcp1,Mbnl3,Msc,Msx2,Nanog,Pdgfa,Pdgfra,Pecam1,Pou5f1,Runx1,Sox2,Sall4,Sox17,Snail,Sox13,Tcfap2a,Tcfap2c,Tcf23,Utf1,Tspan8
32 ICM,-0.28355525,0.4260261,0.388596,-1.23435037,0.0708298,-2.04072404,0.2135288,-1.20802268,-2.45871556,-1.3763104,0.6247241,0.481021,-0.86631865,-1.09717622,0.0954771,0.2835552,-0.53814204,-0.29243596,0.5696881,0.1483187,0.0683625,-1.19722507,1.1891509,-0.85609731,0.4015269,-0.17879099,-0.05959912,-0.37592474,-0.31744308,-1.52320023,-1.29055283,0.094227,-0.49107581,0.0770481,0.5461143,0.9726857,0.1470274,-0.3940162,1.2169875,-0.88550139,-0.22298819,0.4379451,-0.42804668,-0.18612247,-0.27060972,0.2126326,-0.34090181,-1.92844599
32 TE,0.5624976,-0.17542425,0.3052902,-1.56745071,-0.94159791,0.758333,-1.27129911,0.4223647,0.1058288,1.0955687,1.1055444,-0.04713523,0.207321,0.0277653,-0.41716007,-0.56249767,0.6066148,-1.23489928,-0.27264408,0.4293098,-0.26957799,-0.20032616,0.1503725,1.269231,-1.06420752,-0.36110925,-0.14406177,1.0197936,1.3779378,-1.80161032,0.6944957,-1.50770678,0.124529,0.7214835,-1.18206029,-1.315723,-0.24637809,-1.96545971,-0.63445144,-0.61195183,-0.46172175,-1.28659293,-0.03257519,1.1892038,-0.56102819,-1.3029493,-0.11548636,0.0519909
32 ICM,0.5109987,-0.57036804,0.4546119,-1.15057664,-0.57102454,-0.98567735,-0.94360213,-1.14627672,-2.38836228,-1.32164009,-1.91530524,0.0755416,0.1500758,-1.32087397,-1.10115241,-0.51099879,-0.55826079,-1.06012126,0.0039659,0.0498924,-0.3608466,0.6184401,0.6496167,-1.57641346,0.4202783,-1.01770999,-0.90422567,0.2862028,-0.89501201,-0.78633042,-1.21031026,-1.37167437,-0.19058617,0.177243,0.1099739,0.1523358,0.1365366,-1.62860669,0.8218394,-1.65867452,-0.1993512,-1.06881137,-1.80009065,-1.61427587,-0.43168215,-1.00440394,0.6458224,-0.97060727
32 TE,0.6654954,-0.2528642,0.4561837,0.6266233,-0.67918232,0.3581428,-1.03924574,-1.23595537,0.1828824,0.8534573,0.3914147,-1.16801465,-0.88851577,-0.10129105,-1.1882579,-0.66549542,0.4778548,-1.11113303,-0.3164016,0.1689564,-0.17584265,-0.05223999,-0.88665407,1.3220015,-0.9183633,-0.44015633,-0.22635872,0.8943685,0.8003688,-0.3912215,-1.32685305,1.2251232,-1.79009522,0.1886288,-0.99550314,-1.1345114,-0.4492005,0.4714865,-0.13201145,-1.62928489,-2.9956067,-1.13237441,-0.03580353,1.1163388,-0.24376431,0.3426212,-0.04743641,0.0610271
32 TE,1.0480584,-0.34062949,0.0255085,0.9776752,-0.71109773,0.462738,-1.06746845,-1.26241793,0.6083523,1.1554457,0.4685083,-1.19125869,-0.90954463,-0.0281591,-1.21396116,-1.04805848,1.0371561,-1.12618568,-0.33828036,0.3975594,-0.31397894,-1.23692933,-0.91818529,1.1082813,-1.32464364,-0.33306028,0.4666681,0.8593662,0.5449812,-1.5848839,0.2168613,-1.53207079,-0.34880859,0.2660521,-1.01819253,-1.15655065,-0.33729848,0.0749992,-1.36194266,-1.19522279,-0.01734641,-1.15113072,0.103015,0.8430952,-0.53662328,-0.17447642,-0.53796312,0.3803067
32 ICM,-0.74704512,0.6351139,-1.44255941,-1.1445928,0.9626882,-2.97980655,1.4286731,-1.14186629,-2.38333705,-1.31773506,-0.34300267,0.3686748,0.7821096,-2.68241892,1.282111,0.7470451,-1.22821518,0.2971262,0.4743592,-0.0945719,-1.21186478,0.1967164,1.1803922,-1.57245568,-0.06829981,0.008627,-1.21392207,0.2118229,0.7100009,-1.44817955,1.0345714,-1.36558337,0.1670762,0.7169292,1.4725974,0.8833043,0.3795738,-1.62377148,0.004066,-0.801854,0.2284782,0.5994578,-0.24241721,-1.608811,-0.20959743,0.9425688,1.3220687,-1.86067438
32 TE,-0.5116217,-0.29932818,0.5787847,1.4284576,-0.96996716,0.4672856,-0.10476056,-0.34504937,0.6519043,0.8951109,0.5253141,-1.37979371,-1.08011198,0.0578784,-0.08301767,0.5116217,0.7917073,-1.24827942,-0.51643596,-0.14854759,0.2089655,-0.75189348,-1.17393847,1.0607879,-0.83710723,0.0060771,0.423354,0.946872,1.4290153,-0.42456403,-0.05061394,1.0951818,0.1883498,0.4436704,-1.20222863,-1.33531345,-0.6695076,0.6939062,-1.55297453,-0.69785996,-0.45226696,-1.3032652,-1.5918628,0.620857,-0.26328824,-1.32580445,-0.87537744,-0.02933495
32 ICM,-0.31298318,0.2608208,0.1025271,-0.95510458,1.5637617,-0.6082253,1.7093323,0.7443257,-1.2359086,-1.19407602,-1.8382117,0.0083922,-0.70276092,-0.95521419,1.2235647,0.3129831,-1.16584705,-0.21382766,0.441541,0.2848454,-1.42646936,-1.04699272,1.3152757,-0.9431685,-1.14025487,-0.24508854,-0.1029133,0.6274757,1.0812952,-1.28980256,1.3536311,0.9388461,-0.16665336,-1.06608467,1.6200784,0.8061669,-0.48591835,-1.47065647,0.1702375,-0.85837251,1.4316008,0.8860125,-1.64190205,-1.43575669,0.1540357,0.8897163,0.807441,-1.4314542
32 TE,-0.10698769,-0.4464641,-0.02636104,1.4344415,-0.64194767,0.5241308,-1.00631925,-1.20508239,0.1008036,0.8964126,-1.83415414,-1.1408966,-0.86398211,-0.60676193,-1.15827076,0.1069876,0.6528879,-0.198775,-0.71803309,-1.55032818,0.4038363,-0.11555219,-0.84986765,0.9222656,-1.2840156,-0.88256498,0.3518856,0.9541642,0.8141205,-0.60628079,1.4109473,-1.45288775,0.3439131,0.1362542,-0.9690322,-1.10879894,-0.55236017,-0.28764156,-0.48398113,-0.87193695,-2.94596903,-1.11049205,0.0142357,0.3567215,0.0027253,-0.14162215,-0.2218144,-0.01276856
32 ICM,-0.04813183,0.5912313,-0.41931286,-1.07478135,1.1878691,-0.41722547,1.0351232,-1.09041132,-1.19235657,-0.27249073,-1.95993835,0.5430052,1.1641338,-2.9943052,1.0921925,0.0481318,-0.83589954,0.05712,0.1102341,-1.42650158,-0.87392423,-0.02541279,-0.71323239,-1.52628157,0.6286272,0.6193295,-0.28050145,0.114108,0.9319917,-1.38983013,0.8301438,-1.29452167,0.3944379,0.2911009,1.1385593,0.5759792,-0.02781946,-1.56736068,1.729895,-1.31052053,-0.07171147,-1.02921473,-1.73875221,-1.54505415,-0.13882319,0.3926169,1.0229325,-1.80796313
32 TE,0.2608614,-0.27093353,-0.11752586,0.947756,-0.41144749,0.5286784,-1.33558417,-1.5138122,0.2348099,1.01877,0.6774724,-1.4120771,-1.10931872,0.0041049,-1.45814214,-0.26086141,0.6247217,-1.26918588,-0.18981735,-0.31841228,-0.26711127,-1.42042741,-1.21773183,1.0990465,-0.38603188,-0.68877214,-0.30215854,0.7383164,0.7905462,-1.86996249,1.2237146,0.8941787,-0.33418299,0.0952654,-0.56314436,-1.36592352,-0.7656734,-0.27474766,0.1466857,-0.96236655,-1.0739197,-0.4269289,-0.24080304,0.9687872,-0.81727978,-1.36151561,-0.38343303,0.2522937
32 TE,0.3197172,-0.16768025,0.3225801,-1.43780088,-0.82634782,0.9197733,-1.16938378,0.5473267,0.4793713,1.0942671,0.3122924,0.1375257,-0.98548215,-0.55083749,-0.15298766,-0.31971726,0.6689829,-0.50150058,0.0883554,0.2753203,-0.00070558,-0.18852219,-1.03204801,0.9460123,-0.0422562,0.1756459,-0.16788457,1.000834,0.5469457,-1.41650415,1.0708716,0.3135031,0.5327163,0.5506968,-1.10012641,-1.23613683,-0.45094897,-0.61965937,-1.4469911,-0.4695252,-1.15901285,-1.21886182,0.398408,0.9287115,-0.2462048,-0.56444237,0.4473434,-0.67542427
32 TE,-0.03341787,-0.47227742,-0.53877021,-1.52157462,-0.90081711,0.4240833,0.3232838,-1.41972311,-0.33136646,0.9198427,0.5070551,-1.32943162,0.2622297,-0.3787623,-1.36675277,0.0334178,0.4637717,-1.21566534,-0.48361782,-0.16283528,-0.13390842,-0.0060972,0.3343046,0.8220018,-0.54646052,-0.67347271,-0.58370072,0.726649,1.1834503,-1.76326641,-0.17479888,-1.74931656,-1.95629524,0.090711,-1.1530683,-1.28756174,-0.53137854,-1.92838976,0.1833219,-0.99401691,-0.28917175,-1.26262654,-0.01481933,0.5388839,-0.56346868,-1.27009503,-0.21330816,-0.31096363
32 TE,-1.03396742,-0.67362132,0.8318457,1.9969223,-0.73414774,0.8470115,-1.08785152,0.3914917,0.3855669,1.6305568,0.6409544,-1.20804606,-0.92473213,0.072935,-1.23252463,1.0339674,1.1397617,-0.1586346,0.4727964,0.094343,-0.1437753,0.373776,-0.94095783,0.7138224,-0.14434716,-0.95651225,0.325897,1.2837695,1.0812952,0.5940501,-1.01543542,-1.55846514,-0.3980038,0.2273405,-1.0345793,-0.21988255,-0.84260603,0.3860644,-0.36883863,-0.54639037,-0.96991696,-1.16467694,-0.09875613,0.5206677,0.8276113,-0.08734117,-0.21330816,0.7402492
32 TE,-0.57783454,-0.53939206,0.9481594,1.7456011,-0.63840151,0.5605117,-1.0031834,0.9148622,0.623428,1.4665459,0.0323211,0.0626283,-0.86164557,0.2364065,-1.15541485,0.5778345,1.1598804,-1.09189908,0.2290045,-1.18202343,-0.18324281,-0.08121337,-0.84636419,1.0726612,-0.0985104,-0.46438043,-0.02494777,0.8054042,0.9398498,1.134199,-1.28291068,1.454551,0.5513307,0.2410034,-0.96651116,-1.10635014,-0.58383261,0.7406465,-1.30829673,-0.4469178,-0.96518956,-1.10840802,0.0755741,0.6955436,0.344394,-0.26161167,-0.07153744,0.7342251
32 TE,-0.26148431,-0.47485876,0.3147211,0.5308819,-0.16853576,0.5173094,-1.28070668,-0.9948521,0.172832,0.9914348,-0.27402423,-1.36688035,-1.06842929,-0.08838541,-1.40816358,0.2614843,0.6629473,-0.23138909,-0.88212377,0.130856,-0.57051775,-1.38286932,-1.15642113,1.0502338,-0.54541878,-0.1622166,0.0335263,0.9497889,0.7335752,-1.81161307,-1.62107584,0.6606903,-0.3860374,0.3525841,-1.18962342,-1.32306942,-0.81288206,-1.97513013,-0.2523877,-1.51172641,-1.22283272,-1.29284503,-0.17139375,0.722868,-0.77579143,-1.31151998,-0.11832178,0.1875341
32 ICM,-0.56312057,0.580906,-0.03264827,-1.4098763,-0.35116282,-0.99022496,-1.14743279,-1.33739517,-1.48382014,-1.49085772,-0.06506015,0.7031308,0.671124,-3.35566311,0.7751856,0.5631205,-1.44750955,-0.49146548,0.3602771,-1.69320502,-1.20939806,0.6463404,1.676133,-1.7479173,0.3473562,0.1858455,-1.73152654,-0.10757346,-0.32530116,-1.57988252,-1.45868014,-0.49456993,0.7135419,0.1635801,1.239401,0.5882232,-0.18168473,-1.83813249,1.2300719,-0.56447629,-0.05280189,0.4379451,-0.53135352,0.1199103,0.4371327,0.6983044,0.691189,-2.06097713
32 TE,-1.46802936,-0.87754655,0.242418,1.4683499,-0.51960527,0.8083567,0.2558629,-1.1036426,0.4508949,0.8899042,-0.31865734,-1.05179443,-0.78337151,-0.04536662,-0.14870378,1.4680293,0.5864961,-1.03586976,-0.43829754,-1.44078927,-0.31891237,0.0636535,-0.728998,0.6148779,-0.08288424,-0.15201697,-0.68982047,0.6201835,0.5567683,0.4656813,-1.15490467,0.9733618,0.3026955,0.4254531,-0.88205623,-1.02431515,-0.57159333,-0.03459886,-0.12939458,-1.61119897,0.5168494,-1.03859288,-1.75327974,0.7337977,0.3614775,-0.96297899,-1.09086894,-0.25222824
32 TE,-0.34976809,-0.57811204,0.4813327,0.4590758,-0.80684396,0.6491902,-1.15213657,0.2047837,0.1426806,0.7441167,-0.08331915,-1.26099082,-0.97263118,-0.33789444,-1.29107095,0.349768,0.5543061,-1.17134364,-0.32265267,-0.17712296,-0.16597577,-1.29487609,-1.01277893,0.8628989,-1.38089784,-0.39425802,0.475331,1.2123064,0.8475173,-0.51125459,-1.46441175,0.4048681,-1.88582643,0.4345618,-1.08626068,-1.2226684,-0.71147085,0.2297259,-1.43259829,-1.88700927,-1.20392313,-1.20739964,0.2579752,0.0525102,-0.14126368,-1.19438735,-1.24398132,0.4616326
32 TE,-0.28355525,-0.99886915,-0.12381309,-1.59338068,-0.96464793,0.6014403,-1.29168218,-1.47264822,0.194608,0.9198427,-1.4324562,-1.3759197,-1.07660717,-0.51212057,-1.41815929,0.2835552,0.3591542,-0.34261147,-0.17106413,-0.30571212,-0.58285135,-0.52117952,-1.16868327,1.0621072,-1.4736131,-0.96671187,0.0920005,0.9308293,-0.17599763,-1.82328296,0.5741318,0.0901663,-0.30227258,0.3411983,-1.19844707,-1.33164024,-0.9405203,-0.04265755,-0.53631863,-1.39190718,-0.44990326,-1.30013915,-0.2795431,0.2583538,-0.38287232,-1.32151911,-0.40328093,-0.32903606
32 TE,-0.17320052,-0.15477359,0.0883808,1.36463,-0.86358246,0.4718332,-1.20231027,-1.38885013,0.1125292,0.8430439,-2.37178018,-1.30231357,-1.01001581,-0.07978165,-1.33676563,0.1732005,0.7152561,-1.19810391,-0.59144884,0.1403811,-0.34357957,-1.32921491,-1.06883442,1.2850622,-1.41423366,-0.23871377,0.7222218,1.1598029,1.2207762,0.382325,-1.52554896,1.1317278,-0.31689819,0.3207039,-1.12659736,-1.26184928,-0.71496779,0.47471,-1.47446829,-1.07314282,-0.63663545,-1.24074418,-0.4167475,0.3366836,-0.13150171,-1.24009765,-0.42738195,-0.02029874
32 ICM,1.8573265,1.0584524,0.217269,-1.14259819,0.4006223,-0.68780856,1.300103,0.1136349,-1.38666562,-1.31643339,0.817458,0.6824694,0.5870086,-1.11653468,0.9108417,-1.85732651,-1.0572058,0.1633249,0.7431553,-1.48047728,0.1324972,0.787988,2.2874882,-1.57113642,0.372358,0.4408361,-0.05743341,0.2249487,0.2640548,-1.44651242,1.06514,-0.21641412,1.1908684,-0.29640559,1.0793148,1.0449254,0.7624885,-0.54390773,1.6618562,-0.09650308,-0.59172518,0.1044997,0.4726598,0.3002511,0.1613572,1.2082599,0.4983808,-1.12422292
32 TE,0.8236705,-0.33675749,0.2180549,1.3257351,-1.33433476,0.1182562,-0.31094311,-0.19582996,0.6091898,0.8983651,0.3741701,-0.16658378,-0.53044116,-0.2249701,-1.3274839,-0.82367053,0.5211101,-0.74276116,0.0922623,0.2459512,-0.01920597,-0.5635665,1.0656536,1.0007616,-0.77824867,-0.04810831,0.6301792,1.4668026,1.0763839,-0.38872081,0.876952,0.9804679,0.3924435,0.2375877,-1.46126575,-0.22416796,-0.08814164,-0.26749485,-0.96744877,-0.6243859,-1.55729608,-1.51739969,0.2910657,0.9004763,-0.93320312,0.3590484,-1.01076848,0.8283523
32 TE,1.7469717,-0.49034675,0.2691387,0.9357883,-0.81216319,0.510488,-1.15684036,0.3179846,0.5932766,1.1007754,0.5232853,-1.26486483,-0.97613599,-0.2927247,-1.29535482,-1.74697178,0.6669711,-0.26483943,-0.44767415,0.4308973,0.2582999,-1.29809536,-1.01803413,1.1887562,-1.38402307,-0.08061961,0.4904909,1.4325295,1.0970114,0.302303,0.4919787,0.0170743,0.0394346,0.4641648,-1.09004224,-1.2263416,-0.16944545,0.192656,-0.84380143,-0.72951032,-0.23480668,-1.21052569,0.1837235,1.1017658,-0.98811418,-1.19867269,-1.60266125,0.7598277
32 ICM,0.4926063,0.9229325,0.788621,-0.82844667,0.5061205,0.3001608,0.9700541,0.7965158,-1.00893552,-1.11141971,0.3031629,0.2531003,0.3188908,-0.93478026,0.9586783,-0.49260634,-0.28967547,-0.92506551,0.0953878,-1.2304428,-0.10307443,0.1554025,1.8031337,-1.36335291,0.0916079,0.483547,0.7536246,0.6807084,0.4654182,-1.18394004,-0.90175843,-1.04377538,0.4230243,0.1647187,0.7950672,0.8275939,0.2720429,-1.36831117,1.5643777,-0.6243859,0.0642011,0.4791048,-1.5394023,0.9860927,-0.36700913,1.0561303,0.5841521,-0.83732311
32 TE,0.8641339,-0.43355744,0.0946681,1.2529317,-1.00010949,0.414988,-0.24117031,0.2944623,0.5614501,1.1333173,-0.80150639,-1.40174642,-1.09997256,-0.59385629,-1.44671847,-0.86413393,0.5080329,-0.5776001,-0.05698204,-1.87100732,-0.1314417,0.033607,-1.20371796,0.6439016,-0.503749,-0.41338232,0.4666681,1.2662684,1.0203951,-0.64962607,1.0479451,-1.86301529,0.2973771,-0.48768678,-1.22365749,-1.35612829,-0.32855613,0.039541,-1.57521797,-0.68881699,-0.53972381,-0.50403816,0.2482902,0.4186567,-0.80995831,-0.05163001,-0.22464982,-0.16186609
32 TE,1.022309,-0.13799493,0.0907386,1.5950078,-0.3821917,0.745827,0.6784195,-0.9897066,0.4483823,0.7005106,-1.19204606,-0.95171591,-0.69283062,-0.06580054,-0.94907478,-1.02230905,0.6015851,-0.97105973,0.3298031,0.0935492,0.3680689,0.5202525,-0.5932386,0.9466719,-0.40530415,0.4516732,0.29666,0.6471645,0.7070541,-0.4454031,-1.006838,0.9358006,0.6995811,0.1487786,-0.78436583,-0.92942394,0.2405705,-0.34808169,-1.11922752,-0.49778445,0.2131142,0.0893905,0.9205918,0.9788062,-0.32063979,-0.85227437,-0.18140975,0.0843707
32 TE,1.2283045,-0.56649604,-0.11359634,1.8662752,-0.75099199,0.5639224,0.1453239,0.280496,0.6577671,1.4255431,0.8448465,0.0387385,-0.93583069,-0.0959137,-0.7220293,-1.22830454,0.9335445,-1.1450015,-0.1827849,-1.64796069,0.4322036,-0.22554373,0.3982429,1.0152734,-1.34808289,-0.3056488,0.3074885,0.973853,1.1922906,0.8599567,0.1948901,1.2261384,-0.10216775,0.4220374,-1.04655426,-1.18409971,-0.08989011,0.5013036,-1.39138251,-0.65377552,-0.20998785,-1.1745761,0.4573252,1.1992227,-0.58177237,-0.27946725,-1.55375035,0.9548593
32 TE,0.3454667,0.9616524,0.2384884,-0.73270526,0.3837781,0.8845293,0.3852169,-0.83828198,-2.03743343,-1.04893935,-0.11882275,0.1782028,0.5922658,-2.62541901,0.9529665,-0.3454667,1.1749695,-0.05201164,-0.26561162,-1.15424182,-0.22147696,-0.92734339,2.2025291,-0.84092582,0.6635256,0.4618728,0.0324435,0.2708893,-1.08065917,-0.26702059,1.2686122,-0.94631933,0.7009107,0.401543,1.0559951,1.2475641,0.6060005,-1.2909478,1.2647455,-0.94088952,-0.83873169,0.0383316,-1.46192217,1.0881036,-0.23766309,0.3776182,0.7131635,-1.54967801
32 ICM,0.8420629,-0.88012788,-0.34700972,0.3214475,-0.57102454,0.5696069,-0.94360213,0.4532376,0.6083523,1.5810932,-0.24765013,-1.08924317,-0.81725133,-0.33144162,-1.10115241,-0.84206299,0.8460279,-1.06012126,-0.36953572,0.0514799,-0.09197419,-1.15215537,-0.77979829,0.4882289,-1.24234583,-2.01982295,0.1526403,1.0927151,1.5311704,1.1492031,0.5913266,-1.37167437,-0.27966938,-0.00720665,-0.91861135,-1.05982283,-0.41073418,-1.62860669,-1.25857611,-0.64586293,0.0512008,-1.06881137,-0.03580353,1.2729985,-0.83436322,0.0940715,-1.40985307,0.6077181
32 ICM,0.1725776,0.0517329,-0.97887625,1.3965438,-0.67740924,0.6719283,-1.03767781,-0.43178774,0.5346488,1.1997027,-0.44241277,-1.16672331,-0.8873475,-0.38736606,-1.18682994,-0.17257762,0.7253154,-1.11029677,-0.47267844,-0.13584743,-0.07224044,0.0722382,-0.88490234,0.6241127,-1.30485049,-2.09632013,0.3518856,0.9512473,0.8632335,1.2075525,-0.41743716,0.130773,-0.06028535,-0.50134972,-0.99424262,-1.133287,-0.29008981,0.5004977,-0.77707112,-1.088968,0.0252001,-1.13133239,0.0303774,1.1072307,-0.93442337,-1.09011074,-1.4949155,1.0715771
32 TE,0.0695798,0.5834873,-0.18354177,-0.8334332,1.0389305,0.2603691,0.470669,-0.91252415,-0.99302228,-1.1146739,0.1479614,0.7793196,0.3498499,-1.22838355,1.2035733,-0.06957987,-0.72323454,0.1348921,0.6243849,-1.2344116,-0.39291396,-0.98153435,-0.50127256,-1.36665107,0.3192291,0.2954914,0.1331489,-1.8620658,0.0911771,-1.18810785,-0.90653478,0.6363263,0.171065,-1.02965015,1.3944451,1.0045201,0.4792365,-1.37234052,1.4381134,-1.08670726,0.1079296,-0.02992043,-1.54343772,0.8594898,-0.45364657,0.8968585,0.2956487,-0.50825431
32 TE,-0.60358397,0.7138446,-0.86963565,-1.00197798,1.1710249,0.486613,-0.82679148,-1.03675114,-2.26356897,-0.60116345,0.0434794,-0.99303866,-0.60754695,-0.62719586,0.900132,0.6035839,-0.74838298,0.4555972,-0.54065887,-1.36855708,-0.47061561,-0.3189024,1.6962779,-1.47812856,0.2103668,0.2285564,-0.50032092,-0.23956145,-0.25752521,-1.32898002,-0.96480618,-0.00018351,0.247517,-0.20645789,1.3509571,0.8753456,0.2790368,-1.50853229,0.9768892,-0.88663176,0.2272963,-0.99118111,-1.67983503,0.8093951,-0.60861777,0.8861452,0.7854665,-1.75299283
32 TE,0.5293912,0.1227195,0.0420125,1.2319883,-0.6765227,0.6071248,-1.03689385,0.1040789,0.5689879,0.9595438,0.4451773,-1.16607765,-0.88676337,0.0116332,-1.18611596,-0.52939125,0.5814664,-1.10987864,-0.31093191,-0.14775383,-0.07100708,-0.46484239,-0.88402647,0.9862497,-1.30432962,-0.80543033,-0.1862931,1.1065702,0.7915285,0.6115549,0.5884608,0.8464659,-1.78810082,0.1624415,-0.99361236,-1.13267479,-0.21403141,0.6463599,-0.33023973,-0.89567472,-0.50781388,-1.13081139,0.4879944,0.9879143,-0.96492951,-0.32517755,-1.49420665,0.941305
32 ICM,0.6066395,0.0646396,0.1229606,1.0534704,-0.43627058,0.5195832,-0.82443958,-1.03454593,0.5480494,1.2673897,0.2047672,-0.99110165,-0.72846285,-0.18087583,-0.99262752,-0.60663956,0.7212917,-0.99656561,0.0883554,-1.3661758,0.0856295,-1.07060066,-0.64666649,1.1267509,-1.16317325,-0.90296423,0.765536,1.3041876,0.8593045,0.4990239,-1.0651094,0.4089288,0.3319467,0.2683293,-0.82281173,0.0568324,-0.08901587,0.4360283,-0.31911801,-1.0324495,0.1646583,-0.98961808,0.7276985,0.3476134,-0.64888588,-0.895842,-1.30210732,0.2312092
32 TE,0.5109987,-1.1485864,0.1984073,1.5461398,-0.44158982,0.5536903,0.6039429,-1.03895636,0.7473837,1.4535291,0.6510983,-0.99497566,-0.73196765,-0.22174369,-0.9969114,-0.51099879,0.7595173,-0.99907439,-0.35234527,-1.37093837,0.169498,0.1108694,-0.65192169,1.2388881,-1.16629848,-1.92675139,0.2630915,1.4967005,1.0812952,0.7207517,-1.07084101,1.1642132,-0.07225175,0.0770481,-0.8265933,-0.97044143,-0.43870968,0.0492114,-0.93146674,-1.21556945,0.3230261,-0.99274413,-1.68225629,0.7884464,-0.49025394,-0.90012734,-1.30636044,-0.13927556
32 ICM,0.7684931,0.2582395,0.3838806,1.0674327,-0.35648206,1.0834874,0.5929674,-0.96838954,0.6870809,0.2338605,0.9107818,-0.103954,-0.67589072,-0.36155478,-0.22438561,-0.76849317,0.6086267,0.3899509,0.2321301,-0.21204841,0.0190281,0.3823607,1.0279913,0.980313,-0.05371539,0.2623427,0.4818281,0.8462403,-0.34101732,0.0822423,0.4423047,1.2738512,0.8012955,0.4368389,-0.20641684,-0.9116701,0.3236228,-1.43358652,1.0285725,-0.55543333,0.0299275,-0.12161792,0.1304559,0.693722,-0.71477915,0.8825741,-0.09138534,-0.7100631
32 TE,-0.27251978,1.0055351,0.3170788,-0.74267832,-0.00984525,0.3592798,0.7191856,0.7274191,-1.10273989,-1.05544772,-1.23667917,0.6198396,1.0981265,-2.63617371,0.4003464,0.2725197,-0.37819797,0.0491756,-0.19841258,-1.16217942,0.0375285,0.3067079,1.9292585,-0.64699455,0.1374447,0.1150856,0.028112,0.6077868,0.1176981,-1.11225361,0.2789537,-0.956471,0.8139267,-0.57080301,0.9891875,0.9084045,0.1741287,-1.29900649,1.463628,-0.77585549,-0.20053305,-0.4389121,-1.46999301,1.2229038,-0.65254662,1.2018319,0.6777208,-1.55720819
32 TE,0.834706,-0.51616007,-0.2982837,1.4204792,-0.49832833,0.3854285,0.0206736,-1.0860009,0.3369896,1.2309428,-0.08940548,-1.0362984,-0.76935228,-0.30778128,-1.04260609,-0.834706,1.0894648,-1.02583466,0.0649138,0.481698,0.1842983,0.2492977,-0.70797719,1.0964079,-1.1996343,-0.54597742,0.802353,0.9541642,0.8809142,1.2192224,0.6238058,1.6454024,-0.60808063,-0.02314675,-0.86692998,0.0286711,0.0596039,-1.56252547,-1.20493017,-1.70388932,-0.1946238,-1.02608868,0.2692744,0.9760737,-1.05156695,0.1040706,-0.59183599,0.8230812
64 PE,-1.14432215,0.1549862,-2.3479204,-1.09672209,-0.52315142,-2.47502128,1.7265795,-1.10658288,0.4709959,-1.28649488,0.6105227,-0.44744931,-0.78570805,0.9010469,0.588123,1.1443221,-0.75743642,1.1266947,0.33371,0.1530812,-1.21186478,-0.20247233,1.64285,-1.54079343,-1.21421872,0.4293615,-0.8630772,0.0776472,-1.47454546,-0.38788725,-1.15872574,1.3672466,-0.82480547,0.2523892,1.4272186,0.0996865,-0.13447607,0.8679738,-0.96941143,-0.07389568,0.5404864,0.5661132,-0.10682698,0.5662083,-1.11746022,0.9397119,0.0716509,-1.82452952
64 TE,0.6654954,-1.14600507,-0.04365092,0.8420415,-0.48768986,0.7992615,-0.8699095,0.9104518,0.8093616,1.1372223,1.9616885,-1.02855039,-0.76234266,0.4192363,-1.03403833,-0.66549542,0.6186861,-0.22637153,-0.39454002,0.8642904,-0.26957799,-1.10172022,-0.69746678,1.2217377,-1.19338384,-1.95990017,-0.92371705,0.6668533,1.7747709,1.3892693,0.2932828,0.701297,-1.64649839,0.133977,-0.85936685,-1.0022759,-1.70110434,-1.55285505,-0.73912643,-0.83802584,-0.19226011,-1.01983658,-1.72422469,1.2766417,-0.08269188,-0.93726695,-1.34322083,1.0911556
64 EPI,-0.73233116,1.4250015,-0.82955456,1.2848455,1.1931883,0.0670955,-0.42775376,-0.66260002,-1.83726161,-0.89338929,-1.36956409,0.996264,1.5321387,-2.3683817,1.5705587,0.7323311,-0.56832016,-0.02566949,-1.99794044,0.365809,0.5789734,0.4521114,-0.20347775,-1.14237681,0.7317599,0.4599604,-0.19170737,-1.61413255,-1.6631394,-0.90469639,1.3937524,-0.70369437,1.1509804,0.5119851,-0.50389986,1.3412309,0.6698196,-1.09834524,1.948404,0.3239945,-0.04571079,-0.06951707,0.9617531,0.3330404,-0.3901938,-0.53444499,0.3296737,-0.88476324
64 PE,-0.57783454,0.6325326,-2.21431678,-0.92718,-0.37243976,-0.65370145,1.4992299,-0.98162082,0.8847401,-1.17585258,-1.21334822,-0.94461357,-0.68640514,0.3353497,0.6866521,0.5778345,-0.50595204,1.1609813,0.5353071,-1.30902507,-0.17337593,0.3759221,1.5359942,-0.49198146,-1.12567045,0.1883954,-0.58370072,-0.56843761,-2.08944028,-0.73631664,-0.99633005,0.6505386,-1.56007438,-3.64382642,1.4335213,-0.92268972,0.2309539,1.2757432,-0.716883,0.1182672,0.9966803,0.6921973,-0.39253496,-0.33913891,-0.77335094,-0.84441792,-0.49401419,-1.69651649
